minuto;2,6min;2,10min;2,15min;2,20min;2,25min;2,30min;2,1h;2,2h;2,3h;2,4h;2,6h;2,8h;2,10h;2,12h;2,18h;2,24h;5,6min;5,10min;5,15min;5,20min;5,25min;5,30min;5,1h;5,2h;5,3h;5,4h;5,6h;5,8h;5,10h;5,12h;5,18h;5,24h;10,6min;10,10min;10,15min;10,20min;10,25min;10,30min;10,1h;10,2h;10,3h;10,4h;10,6h;10,8h;10,10h;10,12h;10,18h;10,24h;20,6min;20,10min;20,15min;20,20min;20,25min;20,30min;20,1h;20,2h;20,3h;20,4h;20,6h;20,8h;20,10h;20,12h;20,18h;20,24h;25,6min;25,10min;25,15min;25,20min;25,25min;25,30min;25,1h;25,2h;25,3h;25,4h;25,6h;25,8h;25,10h;25,12h;25,18h;25,24h;50,6min;50,10min;50,15min;50,20min;50,25min;50,30min;50,1h;50,2h;50,3h;50,4h;50,6h;50,8h;50,10h;50,12h;50,18h;50,24h;100,6min;100,10min;100,15min;100,20min;100,25min;100,30min;100,1h;100,2h;100,3h;100,4h;100,6h;100,8h;100,10h;100,12h;100,18h;100,24h;200,6min;200,10min;200,15min;200,20min;200,25min;200,30min;200,1h;200,2h;200,3h;200,4h;200,6h;200,8h;200,10h;200,12h;200,18h;200,24h;500,6min;500,10min;500,15min;500,20min;500,25min;500,30min;500,1h;500,2h;500,3h;500,4h;500,6h;500,8h;500,10h;500,12h;500,18h;500,24h;1000,6min;1000,10min;1000,15min;1000,20min;1000,25min;1000,30min;1000,1h;1000,2h;1000,3h;1000,4h;1000,6h;1000,8h;1000,10h;1000,12h;1000,18h;1000,24h;10000,6min;10000,10min;10000,15min;10000,20min;10000,25min;10000,30min;10000,1h;10000,2h;10000,3h;10000,4h;10000,6h;10000,8h;10000,10h;10000,12h;10000,18h;10000,24h
157;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0836;0.0883;0.1104;0.2688;0.1406;0.0974;0.0437;0.0337;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1061;0.1121;0.1403;0.3417;0.1788;0.1239;0.0557;0.043;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1205;0.1275;0.1598;0.3895;0.2039;0.1413;0.0636;0.0491;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1344;0.1423;0.1785;0.4353;0.2279;0.158;0.0711;0.0549;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1387;0.1468;0.1843;0.4496;0.2355;0.1633;0.0735;0.0568;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.152;0.1611;0.2024;0.4941;0.2589;0.1796;0.0809;0.0625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1628;0.1732;0.2186;0.5349;0.2808;0.195;0.0881;0.0682;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1778;0.1888;0.2378;0.5813;0.3049;0.2117;0.0955;0.0739;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1946;0.2069;0.261;0.6385;0.3351;0.2327;0.1051;0.0813;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2076;0.2208;0.2788;0.6821;0.3581;0.2488;0.1124;0.087;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2486;0.2653;0.3361;0.8242;0.4333;0.3013;0.1364;0.1057
158;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0807;0.0888;0.1092;0.2721;0.1422;0.0978;0.0438;0.0337;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1023;0.1127;0.1387;0.3459;0.1808;0.1245;0.0557;0.043;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1163;0.1282;0.158;0.3942;0.2062;0.142;0.0636;0.0491;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1297;0.1431;0.1765;0.4405;0.2305;0.1588;0.0712;0.0549;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1338;0.1477;0.1822;0.455;0.2382;0.1641;0.0736;0.0568;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1467;0.162;0.2001;0.5001;0.2619;0.1804;0.0809;0.0625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.157;0.1741;0.2161;0.5413;0.284;0.196;0.0881;0.0682;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1715;0.1899;0.2351;0.5883;0.3084;0.2127;0.0955;0.0739;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1878;0.2081;0.258;0.6463;0.339;0.2338;0.1051;0.0814;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2003;0.2221;0.2756;0.6904;0.3622;0.2499;0.1124;0.087;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2399;0.2668;0.3322;0.8342;0.4383;0.3027;0.1365;0.1058
159;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0777;0.0893;0.1079;0.2752;0.1439;0.0983;0.0438;0.0338;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0986;0.1133;0.1371;0.3499;0.183;0.1251;0.0557;0.043;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.112;0.1289;0.1562;0.3988;0.2086;0.1427;0.0636;0.0491;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1249;0.1438;0.1745;0.4457;0.2332;0.1596;0.0712;0.055;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1288;0.1485;0.1802;0.4604;0.241;0.1649;0.0736;0.0568;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1413;0.1629;0.1979;0.5059;0.2649;0.1813;0.081;0.0626;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1512;0.1751;0.2136;0.5477;0.2873;0.1969;0.0882;0.0682;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1652;0.1909;0.2325;0.5952;0.312;0.2137;0.0956;0.0739;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1808;0.2092;0.2551;0.6538;0.3429;0.235;0.1052;0.0814;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1929;0.2233;0.2724;0.6985;0.3665;0.2511;0.1125;0.087;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.231;0.2683;0.3285;0.8439;0.4434;0.3042;0.1365;0.1058
160;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0749;0.0897;0.1067;0.2784;0.1456;0.0988;0.0438;0.0338;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0949;0.1139;0.1356;0.3539;0.1851;0.1257;0.0558;0.043;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1079;0.1296;0.1544;0.4033;0.2111;0.1434;0.0637;0.0491;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1203;0.1446;0.1725;0.4507;0.236;0.1603;0.0712;0.055;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1241;0.1492;0.1781;0.4656;0.2438;0.1657;0.0736;0.0569;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1361;0.1637;0.1956;0.5117;0.2681;0.1822;0.081;0.0626;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1457;0.176;0.2112;0.5539;0.2907;0.1979;0.0882;0.0683;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1591;0.1919;0.2298;0.602;0.3157;0.2148;0.0956;0.0739;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1742;0.2103;0.2522;0.6612;0.347;0.2361;0.1052;0.0814;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1858;0.2244;0.2694;0.7064;0.3708;0.2524;0.1125;0.0871;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2225;0.2696;0.3248;0.8535;0.4487;0.3057;0.1366;0.1058
161;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0723;0.0902;0.1055;0.2814;0.1473;0.0993;0.0438;0.0338;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0917;0.1144;0.1341;0.3577;0.1874;0.1263;0.0558;0.043;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1042;0.1302;0.1527;0.4077;0.2136;0.1441;0.0637;0.0491;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1162;0.1452;0.1706;0.4557;0.2388;0.1612;0.0713;0.055;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1199;0.1499;0.1761;0.4707;0.2468;0.1665;0.0737;0.0569;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1314;0.1645;0.1934;0.5173;0.2713;0.1831;0.0811;0.0626;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1407;0.1768;0.2088;0.5599;0.2942;0.1989;0.0883;0.0683;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1537;0.1928;0.2273;0.6086;0.3195;0.2159;0.0957;0.074;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1682;0.2113;0.2494;0.6685;0.3512;0.2374;0.1053;0.0815;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1795;0.2255;0.2664;0.7141;0.3753;0.2537;0.1126;0.0871;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2149;0.2709;0.3211;0.8628;0.4541;0.3073;0.1367;0.1059
162;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0702;0.0905;0.1044;0.2844;0.1491;0.0998;0.0438;0.0338;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0891;0.1149;0.1326;0.3615;0.1896;0.127;0.0558;0.043;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1012;0.1307;0.151;0.412;0.2162;0.1449;0.0637;0.0492;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1129;0.1458;0.1687;0.4604;0.2418;0.162;0.0713;0.055;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1164;0.1505;0.1742;0.4756;0.2498;0.1674;0.0737;0.0569;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1277;0.1652;0.1913;0.5227;0.2746;0.1841;0.0811;0.0626;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1367;0.1775;0.2065;0.5658;0.2978;0.2;0.0883;0.0683;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1493;0.1936;0.2247;0.615;0.3234;0.217;0.0957;0.074;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1634;0.2121;0.2466;0.6755;0.3555;0.2386;0.1053;0.0815;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1743;0.2264;0.2634;0.7216;0.3798;0.255;0.1126;0.0871;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2088;0.272;0.3176;0.8719;0.4596;0.3089;0.1367;0.1059
163;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0689;0.0908;0.1032;0.2872;0.1509;0.1004;0.0439;0.0338;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0873;0.1153;0.1311;0.3652;0.192;0.1277;0.0558;0.0431;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0992;0.1311;0.1494;0.4162;0.2189;0.1457;0.0637;0.0492;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1106;0.1463;0.1668;0.4651;0.2447;0.1629;0.0713;0.0551;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1141;0.151;0.1723;0.4804;0.2529;0.1683;0.0737;0.0569;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1251;0.1657;0.1892;0.528;0.278;0.1851;0.0811;0.0627;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.134;0.1781;0.2042;0.5715;0.3015;0.201;0.0884;0.0684;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1464;0.1942;0.2223;0.6212;0.3274;0.2182;0.0958;0.074;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1602;0.2128;0.2439;0.6823;0.3598;0.2399;0.1054;0.0815;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1709;0.2271;0.2605;0.7289;0.3845;0.2564;0.1127;0.0872;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2047;0.2729;0.3141;0.8807;0.4652;0.3106;0.1368;0.106
164;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0683;0.0911;0.1021;0.29;0.1528;0.1009;0.0439;0.0338;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0867;0.1156;0.1297;0.3687;0.1944;0.1284;0.0559;0.0431;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0985;0.1315;0.1477;0.4202;0.2216;0.1465;0.0638;0.0492;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1098;0.1467;0.165;0.4696;0.2478;0.1638;0.0714;0.0551;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1133;0.1514;0.1704;0.4851;0.256;0.1693;0.0738;0.0569;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1242;0.1661;0.1871;0.5331;0.2814;0.1861;0.0812;0.0627;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.133;0.1785;0.202;0.577;0.3052;0.2022;0.0884;0.0684;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1453;0.1947;0.2198;0.6272;0.3315;0.2194;0.0958;0.0741;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.159;0.2134;0.2413;0.6889;0.3643;0.2412;0.1054;0.0816;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1696;0.2277;0.2576;0.7359;0.3893;0.2578;0.1127;0.0872;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2031;0.2736;0.3106;0.8892;0.471;0.3123;0.1369;0.106
165;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0688;0.0912;0.101;0.2927;0.1547;0.1015;0.0439;0.0338;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0873;0.1158;0.1283;0.3721;0.1968;0.1291;0.0559;0.0431;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0992;0.1317;0.1461;0.4241;0.2244;0.1473;0.0638;0.0492;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1106;0.1469;0.1632;0.4739;0.2509;0.1647;0.0714;0.0551;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1141;0.1517;0.1685;0.4895;0.2592;0.1702;0.0738;0.057;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1251;0.1664;0.1851;0.538;0.285;0.1872;0.0812;0.0627;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1339;0.1789;0.1998;0.5824;0.3091;0.2033;0.0884;0.0684;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1463;0.195;0.2174;0.6329;0.3356;0.2206;0.0959;0.0741;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1601;0.2137;0.2386;0.6952;0.3689;0.2426;0.1055;0.0816;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1708;0.2281;0.2548;0.7427;0.3942;0.2593;0.1128;0.0873;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2046;0.274;0.3072;0.8974;0.4769;0.3141;0.1369;0.1061
166;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0704;0.0913;0.0999;0.2952;0.1567;0.1021;0.0439;0.0339;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0893;0.1159;0.1269;0.3753;0.1993;0.1299;0.0559;0.0431;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1015;0.1318;0.1445;0.4278;0.2272;0.1482;0.0638;0.0492;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1132;0.147;0.1614;0.4781;0.2541;0.1657;0.0714;0.0551;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1167;0.1518;0.1667;0.4938;0.2625;0.1712;0.0738;0.057;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.128;0.1665;0.1831;0.5427;0.2886;0.1883;0.0812;0.0627;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.137;0.179;0.1976;0.5875;0.313;0.2045;0.0885;0.0684;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1497;0.1952;0.2151;0.6385;0.3399;0.2219;0.0959;0.0741;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1638;0.2139;0.236;0.7013;0.3735;0.244;0.1055;0.0816;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1748;0.2283;0.2521;0.7492;0.3992;0.2608;0.1128;0.0873;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2093;0.2742;0.3039;0.9052;0.483;0.3159;0.137;0.1061
167;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0731;0.0913;0.0988;0.2977;0.1587;0.1027;0.0439;0.0339;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0928;0.1158;0.1255;0.3785;0.2018;0.1307;0.0559;0.0431;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1054;0.1318;0.143;0.4313;0.2301;0.1491;0.0639;0.0493;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1175;0.147;0.1597;0.482;0.2573;0.1667;0.0715;0.0552;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1213;0.1517;0.1649;0.4979;0.2658;0.1723;0.0739;0.057;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1329;0.1665;0.1811;0.5472;0.2922;0.1894;0.0813;0.0628;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1423;0.179;0.1955;0.5923;0.3169;0.2057;0.0885;0.0685;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1555;0.1951;0.2128;0.6438;0.3442;0.2233;0.0959;0.0742;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1702;0.2138;0.2335;0.7072;0.3783;0.2455;0.1056;0.0817;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1815;0.2282;0.2493;0.7555;0.4042;0.2624;0.1129;0.0873;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2174;0.2742;0.3006;0.9128;0.4891;0.3178;0.137;0.1062
168;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0769;0.0911;0.0977;0.3;0.1607;0.1033;0.044;0.0339;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0976;0.1157;0.1242;0.3814;0.2044;0.1315;0.056;0.0432;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1109;0.1316;0.1414;0.4347;0.2331;0.15;0.0639;0.0493;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1236;0.1468;0.158;0.4858;0.2606;0.1677;0.0715;0.0552;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1275;0.1516;0.1631;0.5018;0.2692;0.1733;0.0739;0.057;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1398;0.1663;0.1791;0.5515;0.296;0.1906;0.0813;0.0628;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1497;0.1787;0.1934;0.597;0.321;0.207;0.0886;0.0685;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1635;0.1949;0.2105;0.6488;0.3486;0.2246;0.096;0.0742;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.179;0.2136;0.231;0.7127;0.3831;0.247;0.1056;0.0817;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1909;0.228;0.2467;0.7614;0.4094;0.264;0.1129;0.0874;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2287;0.2739;0.2974;0.9199;0.4954;0.3198;0.1371;0.1062
169;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0816;0.091;0.0967;0.3022;0.1628;0.104;0.044;0.0339;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1034;0.1154;0.1228;0.3842;0.207;0.1323;0.056;0.0432;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1175;0.1313;0.1399;0.4379;0.2361;0.1509;0.0639;0.0493;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.131;0.1465;0.1563;0.4894;0.2639;0.1688;0.0715;0.0552;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1352;0.1512;0.1614;0.5055;0.2727;0.1744;0.0739;0.0571;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1482;0.1659;0.1772;0.5556;0.2998;0.1918;0.0813;0.0628;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1587;0.1784;0.1913;0.6014;0.3251;0.2083;0.0886;0.0685;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1734;0.1945;0.2082;0.6536;0.3531;0.2261;0.096;0.0742;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1898;0.2131;0.2285;0.718;0.3881;0.2486;0.1057;0.0817;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2024;0.2275;0.244;0.767;0.4147;0.2657;0.113;0.0874;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2424;0.2733;0.2942;0.9267;0.5017;0.3218;0.1372;0.1062
170;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0867;0.0907;0.0957;0.3043;0.1649;0.1047;0.044;0.0339;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11;0.1151;0.1215;0.3869;0.2097;0.1332;0.056;0.0432;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.1309;0.1384;0.441;0.2391;0.1519;0.0639;0.0493;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1393;0.1461;0.1546;0.4928;0.2673;0.1699;0.0715;0.0552;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1437;0.1508;0.1596;0.509;0.2762;0.1756;0.074;0.0571;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1576;0.1654;0.1753;0.5594;0.3037;0.1931;0.0814;0.0628;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1687;0.1778;0.1893;0.6056;0.3293;0.2097;0.0886;0.0686;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1843;0.1939;0.206;0.6582;0.3576;0.2275;0.0961;0.0743;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2017;0.2125;0.2261;0.7229;0.3931;0.2502;0.1057;0.0818;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2152;0.2268;0.2414;0.7723;0.42;0.2674;0.113;0.0874;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2578;0.2724;0.2911;0.9331;0.5082;0.3239;0.1372;0.1063
171;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0919;0.0903;0.0946;0.3063;0.167;0.1054;0.044;0.0339;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1166;0.1146;0.1202;0.3894;0.2124;0.1341;0.056;0.0432;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1325;0.1304;0.137;0.4438;0.2422;0.1529;0.064;0.0494;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1477;0.1455;0.153;0.496;0.2708;0.171;0.0716;0.0552;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1524;0.1501;0.158;0.5123;0.2798;0.1767;0.074;0.0571;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1671;0.1647;0.1735;0.563;0.3076;0.1944;0.0814;0.0629;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1789;0.1771;0.1873;0.6095;0.3336;0.2111;0.0887;0.0686;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1954;0.1931;0.2038;0.6624;0.3622;0.2291;0.0961;0.0743;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2139;0.2116;0.2237;0.7276;0.3981;0.2519;0.1058;0.0818;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2282;0.2258;0.2389;0.7773;0.4254;0.2692;0.1131;0.0875;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2733;0.2713;0.288;0.9391;0.5148;0.3261;0.1373;0.1063
172;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0966;0.0898;0.0936;0.3081;0.1692;0.1061;0.044;0.0339;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1225;0.114;0.119;0.3917;0.2152;0.135;0.0561;0.0432;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1393;0.1297;0.1355;0.4465;0.2454;0.154;0.064;0.0494;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1552;0.1447;0.1513;0.4989;0.2743;0.1722;0.0716;0.0553;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1602;0.1494;0.1563;0.5154;0.2834;0.1779;0.074;0.0571;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1756;0.1639;0.1716;0.5664;0.3116;0.1957;0.0814;0.0629;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.188;0.1762;0.1853;0.6131;0.3379;0.2125;0.0887;0.0686;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2054;0.1921;0.2016;0.6663;0.3669;0.2306;0.0961;0.0743;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2248;0.2105;0.2213;0.7319;0.4033;0.2536;0.1058;0.0818;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2398;0.2247;0.2363;0.7819;0.431;0.271;0.1131;0.0875;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2872;0.2699;0.2849;0.9447;0.5214;0.3283;0.1373;0.1064
