minuto;2,6min;2,10min;2,15min;2,20min;2,25min;2,30min;2,1h;2,2h;2,3h;2,4h;2,6h;2,8h;2,10h;2,12h;2,18h;2,24h;5,6min;5,10min;5,15min;5,20min;5,25min;5,30min;5,1h;5,2h;5,3h;5,4h;5,6h;5,8h;5,10h;5,12h;5,18h;5,24h;10,6min;10,10min;10,15min;10,20min;10,25min;10,30min;10,1h;10,2h;10,3h;10,4h;10,6h;10,8h;10,10h;10,12h;10,18h;10,24h;20,6min;20,10min;20,15min;20,20min;20,25min;20,30min;20,1h;20,2h;20,3h;20,4h;20,6h;20,8h;20,10h;20,12h;20,18h;20,24h;25,6min;25,10min;25,15min;25,20min;25,25min;25,30min;25,1h;25,2h;25,3h;25,4h;25,6h;25,8h;25,10h;25,12h;25,18h;25,24h;50,6min;50,10min;50,15min;50,20min;50,25min;50,30min;50,1h;50,2h;50,3h;50,4h;50,6h;50,8h;50,10h;50,12h;50,18h;50,24h;100,6min;100,10min;100,15min;100,20min;100,25min;100,30min;100,1h;100,2h;100,3h;100,4h;100,6h;100,8h;100,10h;100,12h;100,18h;100,24h;200,6min;200,10min;200,15min;200,20min;200,25min;200,30min;200,1h;200,2h;200,3h;200,4h;200,6h;200,8h;200,10h;200,12h;200,18h;200,24h;500,6min;500,10min;500,15min;500,20min;500,25min;500,30min;500,1h;500,2h;500,3h;500,4h;500,6h;500,8h;500,10h;500,12h;500,18h;500,24h;1000,6min;1000,10min;1000,15min;1000,20min;1000,25min;1000,30min;1000,1h;1000,2h;1000,3h;1000,4h;1000,6h;1000,8h;1000,10h;1000,12h;1000,18h;1000,24h;10000,6min;10000,10min;10000,15min;10000,20min;10000,25min;10000,30min;10000,1h;10000,2h;10000,3h;10000,4h;10000,6h;10000,8h;10000,10h;10000,12h;10000,18h;10000,24h
188;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0231;0.023;0.0927;0.0604;0.0355;0.013;0.0101;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0346;0.0344;0.1388;0.0905;0.0532;0.0195;0.0151;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0574;0.0571;0.2309;0.1506;0.0885;0.0325;0.0252;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2114;0.2106;0.8515;0.5556;0.3267;0.1202;0.093;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2184;0.2176;0.8802;0.5745;0.3379;0.1243;0.0962;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2395;0.239;0.967;0.6313;0.3714;0.1367;0.1059;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2576;0.2581;1.0471;0.6849;0.4034;0.1489;0.1155;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2805;0.2805;1.1368;0.7429;0.4374;0.1612;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3074;0.3078;1.2484;0.8163;0.4808;0.1774;0.1376;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.393;0.3938;1.5976;1.0449;0.6155;0.2272;0.1762;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3962;0.3983;1.6194;1.0606;0.6255;0.2313;0.1797
189;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.023;0.0227;0.0925;0.0611;0.0358;0.013;0.0101;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0344;0.034;0.1385;0.0915;0.0537;0.0195;0.0151;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0572;0.0565;0.2304;0.1523;0.0894;0.0326;0.0252;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2106;0.2083;0.8495;0.5619;0.3298;0.1202;0.093;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2176;0.2153;0.8782;0.581;0.3411;0.1243;0.0963;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2386;0.2364;0.9648;0.6386;0.375;0.1368;0.1059;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2566;0.2553;1.0447;0.6927;0.4073;0.149;0.1156;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2795;0.2775;1.1342;0.7514;0.4415;0.1613;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3063;0.3045;1.2455;0.8256;0.4854;0.1774;0.1376;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3915;0.3895;1.5939;1.0568;0.6214;0.2273;0.1763;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3948;0.394;1.6157;1.0728;0.6314;0.2314;0.1797
190;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.023;0.0225;0.0922;0.0618;0.0362;0.013;0.0101;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0343;0.0336;0.1381;0.0925;0.0542;0.0195;0.0151;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.057;0.0559;0.2297;0.154;0.0902;0.0326;0.0252;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21;0.2061;0.8472;0.5682;0.333;0.1202;0.0931;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.217;0.2129;0.8758;0.5876;0.3444;0.1244;0.0963;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.238;0.2338;0.9621;0.6457;0.3786;0.1368;0.106;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2559;0.2525;1.0418;0.7005;0.4112;0.149;0.1156;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2787;0.2745;1.1311;0.7598;0.4458;0.1613;0.1251;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3054;0.3012;1.2421;0.8349;0.4901;0.1775;0.1377;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3904;0.3853;1.5895;1.0687;0.6274;0.2273;0.1764;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3936;0.3897;1.6113;1.0848;0.6375;0.2315;0.1798
191;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0229;0.0222;0.0919;0.0625;0.0365;0.013;0.0101;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0343;0.0333;0.1376;0.0936;0.0547;0.0196;0.0151;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0569;0.0553;0.229;0.1557;0.0911;0.0326;0.0252;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2096;0.2038;0.8445;0.5745;0.3363;0.1203;0.0931;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2165;0.2106;0.873;0.594;0.3477;0.1244;0.0964;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2375;0.2313;0.959;0.6529;0.3823;0.1369;0.106;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2554;0.2498;1.0385;0.7082;0.4153;0.1491;0.1157;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2781;0.2715;1.1274;0.7682;0.4502;0.1614;0.1251;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3047;0.2979;1.2381;0.8441;0.4948;0.1776;0.1377;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3896;0.3811;1.5844;1.0805;0.6336;0.2274;0.1765;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3928;0.3855;1.6061;1.0968;0.6438;0.2316;0.1799
192;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0229;0.022;0.0916;0.0631;0.0369;0.013;0.0101;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0342;0.0329;0.1371;0.0946;0.0553;0.0196;0.0151;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0568;0.0547;0.2282;0.1574;0.092;0.0326;0.0252;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2093;0.2016;0.8413;0.5808;0.3396;0.1203;0.0932;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2162;0.2084;0.8698;0.6005;0.3512;0.1245;0.0964;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2371;0.2288;0.9555;0.66;0.3861;0.1369;0.1061;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.255;0.2471;1.0346;0.7159;0.4194;0.1491;0.1157;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2777;0.2686;1.1232;0.7766;0.4546;0.1615;0.1252;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3043;0.2947;1.2335;0.8533;0.4998;0.1776;0.1378;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.389;0.377;1.5786;1.0923;0.6398;0.2275;0.1765;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3922;0.3814;1.6001;1.1087;0.6502;0.2316;0.18
193;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0229;0.0218;0.0912;0.0638;0.0373;0.013;0.0101;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0342;0.0325;0.1366;0.0956;0.0558;0.0196;0.0151;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0568;0.0541;0.2272;0.1591;0.0929;0.0326;0.0252;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.209;0.1995;0.8379;0.5869;0.343;0.1204;0.0932;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2159;0.2061;0.8661;0.6069;0.3547;0.1245;0.0964;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2368;0.2263;0.9515;0.667;0.39;0.137;0.1061;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2547;0.2444;1.0303;0.7235;0.4236;0.1492;0.1158;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2774;0.2657;1.1186;0.7848;0.4592;0.1615;0.1252;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3039;0.2915;1.2284;0.8623;0.5048;0.1777;0.1379;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3886;0.3729;1.572;1.1039;0.6463;0.2276;0.1766;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3918;0.3773;1.5935;1.1205;0.6567;0.2317;0.18
194;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0228;0.0215;0.0908;0.0645;0.0376;0.0131;0.0101;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0342;0.0322;0.1359;0.0966;0.0564;0.0196;0.0151;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0567;0.0535;0.2262;0.1608;0.0939;0.0326;0.0252;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2089;0.1973;0.834;0.5931;0.3465;0.1204;0.0932;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2157;0.204;0.8622;0.6132;0.3583;0.1245;0.0965;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2366;0.2239;0.9471;0.6739;0.3939;0.137;0.1062;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2545;0.2418;1.0256;0.7311;0.4279;0.1492;0.1158;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2771;0.2629;1.1134;0.793;0.4638;0.1616;0.1253;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3037;0.2884;1.2227;0.8713;0.5099;0.1777;0.1379;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3882;0.369;1.5648;1.1154;0.6528;0.2277;0.1767;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3914;0.3733;1.5862;1.1322;0.6633;0.2318;0.1801
195;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0228;0.0213;0.0903;0.0651;0.038;0.0131;0.0101;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0341;0.0319;0.1352;0.0976;0.057;0.0196;0.0152;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0567;0.053;0.225;0.1624;0.0948;0.0326;0.0253;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2087;0.1953;0.8298;0.5991;0.35;0.1204;0.0933;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2156;0.2018;0.8578;0.6195;0.362;0.1246;0.0965;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2364;0.2216;0.9424;0.6808;0.3979;0.1371;0.1062;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2542;0.2393;1.0204;0.7385;0.4322;0.1493;0.1159;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2769;0.2601;1.1078;0.8011;0.4686;0.1616;0.1254;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3034;0.2854;1.2165;0.8802;0.5151;0.1778;0.138;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3879;0.3651;1.5569;1.1268;0.6595;0.2277;0.1768;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3911;0.3693;1.5781;1.1437;0.6701;0.2319;0.1802
196;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0228;0.0211;0.0898;0.0658;0.0384;0.0131;0.0101;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0341;0.0315;0.1345;0.0985;0.0576;0.0196;0.0152;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0566;0.0524;0.2238;0.164;0.0958;0.0326;0.0253;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2085;0.1932;0.8252;0.6051;0.3536;0.1205;0.0933;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2153;0.1997;0.8531;0.6256;0.3657;0.1246;0.0966;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2362;0.2193;0.9372;0.6876;0.402;0.1371;0.1063;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.254;0.2368;1.0148;0.7459;0.4367;0.1493;0.1159;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2766;0.2574;1.1017;0.8091;0.4734;0.1617;0.1254;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3031;0.2824;1.2098;0.889;0.5204;0.1779;0.138;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3875;0.3613;1.5483;1.138;0.6663;0.2278;0.1768;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3907;0.3655;1.5695;1.1551;0.677;0.2319;0.1803
197;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0228;0.0209;0.0893;0.0664;0.0388;0.0131;0.0101;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.034;0.0312;0.1337;0.0995;0.0581;0.0196;0.0152;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0565;0.0519;0.2225;0.1656;0.0968;0.0326;0.0253;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2081;0.1912;0.8203;0.611;0.3573;0.1205;0.0934;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.215;0.1976;0.848;0.6317;0.3695;0.1247;0.0966;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2358;0.217;0.9316;0.6943;0.4062;0.1372;0.1063;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2536;0.2344;1.0088;0.7531;0.4412;0.1494;0.116;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2762;0.2547;1.0952;0.817;0.4783;0.1617;0.1255;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3026;0.2795;1.2027;0.8977;0.5258;0.1779;0.1381;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3869;0.3576;1.5391;1.1491;0.6732;0.2279;0.1769;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.39;0.3617;1.5602;1.1664;0.684;0.232;0.1803
198;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0227;0.0206;0.0887;0.067;0.0392;0.0131;0.0101;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0339;0.0309;0.1329;0.1004;0.0588;0.0196;0.0152;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0564;0.0514;0.221;0.1672;0.0978;0.0327;0.0253;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2076;0.1893;0.8151;0.6168;0.361;0.1206;0.0934;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2145;0.1956;0.8426;0.6377;0.3733;0.1247;0.0966;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2352;0.2148;0.9257;0.7009;0.4104;0.1372;0.1063;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2529;0.232;1.0024;0.7603;0.4458;0.1494;0.116;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2755;0.2522;1.0882;0.8247;0.4833;0.1618;0.1255;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3019;0.2767;1.195;0.9062;0.5313;0.178;0.1381;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3859;0.354;1.5293;1.16;0.6802;0.228;0.177;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3891;0.3581;1.5502;1.1775;0.6912;0.2321;0.1804
199;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0226;0.0204;0.0881;0.0677;0.0396;0.0131;0.0101;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0338;0.0306;0.1319;0.1014;0.0594;0.0196;0.0152;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0562;0.0509;0.2195;0.1687;0.0989;0.0327;0.0253;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2069;0.1874;0.8096;0.6225;0.3648;0.1206;0.0934;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2137;0.1937;0.8369;0.6436;0.3773;0.1248;0.0967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2344;0.2127;0.9194;0.7074;0.4148;0.1372;0.1064;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2521;0.2297;0.9956;0.7673;0.4505;0.1495;0.116;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2745;0.2497;1.0808;0.8323;0.4884;0.1618;0.1256;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3008;0.2739;1.1869;0.9146;0.5369;0.178;0.1382;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3846;0.3504;1.5189;1.1707;0.6874;0.228;0.1771;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3877;0.3545;1.5397;1.1883;0.6984;0.2322;0.1805
200;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0225;0.0202;0.0875;0.0683;0.04;0.0131;0.0101;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0337;0.0303;0.131;0.1023;0.06;0.0196;0.0152;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0559;0.0504;0.218;0.1702;0.0999;0.0327;0.0253;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2059;0.1856;0.8037;0.6281;0.3687;0.1207;0.0935;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2127;0.1918;0.8309;0.6494;0.3813;0.1248;0.0967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2333;0.2106;0.9128;0.7137;0.4192;0.1373;0.1064;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2509;0.2275;0.9884;0.7742;0.4553;0.1495;0.1161;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2732;0.2472;1.073;0.8398;0.4936;0.1619;0.1256;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2994;0.2713;1.1784;0.9228;0.5425;0.1781;0.1383;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3827;0.347;1.508;1.1812;0.6946;0.2281;0.1771;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3859;0.3511;1.5286;1.199;0.7058;0.2323;0.1806
201;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0224;0.02;0.0868;0.0689;0.0405;0.0131;0.0101;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0335;0.03;0.13;0.1032;0.0606;0.0196;0.0152;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0556;0.0499;0.2163;0.1717;0.101;0.0327;0.0253;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2046;0.1839;0.7976;0.6336;0.3726;0.1207;0.0935;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2113;0.19;0.8246;0.6551;0.3853;0.1249;0.0967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2318;0.2086;0.9058;0.72;0.4236;0.1373;0.1065;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2492;0.2253;0.9809;0.781;0.4601;0.1496;0.1161;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2715;0.2449;1.0649;0.8472;0.4988;0.162;0.1257;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2975;0.2687;1.1694;0.9308;0.5483;0.1782;0.1383;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3803;0.3437;1.4965;1.1915;0.702;0.2282;0.1772;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3834;0.3478;1.517;1.2095;0.7133;0.2324;0.1806
202;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0222;0.0199;0.0861;0.0695;0.0409;0.0131;0.0101;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0332;0.0297;0.129;0.104;0.0613;0.0196;0.0152;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0551;0.0494;0.2146;0.1732;0.102;0.0327;0.0253;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2029;0.1822;0.7912;0.6389;0.3766;0.1207;0.0935;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2096;0.1883;0.818;0.6606;0.3894;0.1249;0.0968;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2299;0.2067;0.8986;0.726;0.4281;0.1374;0.1065;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2472;0.2232;0.973;0.7876;0.465;0.1496;0.1162;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2692;0.2426;1.0564;0.8543;0.5041;0.162;0.1257;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.295;0.2662;1.16;0.9387;0.5542;0.1782;0.1384;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3772;0.3406;1.4845;1.2016;0.7095;0.2283;0.1773;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3803;0.3446;1.5048;1.2197;0.7209;0.2324;0.1807
203;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.022;0.0197;0.0854;0.07;0.0413;0.0131;0.0101;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0328;0.0295;0.1279;0.1049;0.0619;0.0196;0.0152;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0545;0.049;0.2128;0.1746;0.1031;0.0327;0.0253;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2008;0.1805;0.7846;0.6442;0.3806;0.1208;0.0936;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2074;0.1866;0.8111;0.666;0.3936;0.1249;0.0968;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2275;0.2049;0.891;0.732;0.4327;0.1374;0.1066;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2446;0.2212;0.9648;0.794;0.47;0.1497;0.1162;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2664;0.2405;1.0475;0.8613;0.5095;0.1621;0.1258;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2919;0.2639;1.1503;0.9464;0.5601;0.1783;0.1384;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3732;0.3376;1.4721;1.2115;0.7171;0.2284;0.1773;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3763;0.3415;1.4922;1.2297;0.7287;0.2325;0.1808
